LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,SYSTEM_NAME,SCHOOL_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,MATCH_TYPE,SCORE
2017-18,DOUGLAS COUNTY,BEULAH ELEMENTARY SCHOOL,DOUGLAS COUNTY,BEULAH ELEMENTARY SCHOOL,Teachers,Total,34,10,29,6482050,PERFECT,100
2017-18,DOUGLAS COUNTY,BILL ARP ELEMENTARY SCHOOL,DOUGLAS COUNTY,BILL ARP ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6480107,PERFECT,100
2017-18,DOUGLAS COUNTY,BILL ARP ELEMENTARY SCHOOL,DOUGLAS COUNTY,BILL ARP ELEMENTARY SCHOOL,Teachers,Total,48.4,17,35,6480107,PERFECT,100
2017-18,DOUGLAS COUNTY,BRIGHT STAR ELEMENTARY SCHOOL,DOUGLAS COUNTY,BRIGHT STAR ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6480198,PERFECT,100
2017-18,DOUGLAS COUNTY,BRIGHT STAR ELEMENTARY SCHOOL,DOUGLAS COUNTY,BRIGHT STAR ELEMENTARY SCHOOL,Teachers,Total,35,12,34,6480198,PERFECT,100
2017-18,DOUGLAS COUNTY,BRIGHTEN ACADEMY,DOUGLAS COUNTY,BRIGHTEN ACADEMY,Leaders,Low Poverty,2,1,51,6480407,PERFECT,100
2017-18,DOUGLAS COUNTY,BRIGHTEN ACADEMY,DOUGLAS COUNTY,BRIGHTEN ACADEMY,Teachers,Low Poverty,47.2,26.4,56,6480407,PERFECT,100
2017-18,DOUGLAS COUNTY,BRIGHTEN ACADEMY,DOUGLAS COUNTY,BRIGHTEN ACADEMY,Teachers,Total,47.2,26.4,56,6480407,PERFECT,100
2017-18,DOUGLAS COUNTY,BURNETT ELEMENTARY SCHOOL,DOUGLAS COUNTY,BURNETT ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6480398,PERFECT,100
2017-18,DOUGLAS COUNTY,BURNETT ELEMENTARY SCHOOL,DOUGLAS COUNTY,BURNETT ELEMENTARY SCHOOL,Teachers,Total,34.5,24,70,6480398,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL ELEMENTARY SCHOOL,DOUGLAS COUNTY,CHAPEL HILL ELEMENTARY SCHOOL,Leaders,Not Applicable,2.5,0,0,6480208,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL ELEMENTARY SCHOOL,DOUGLAS COUNTY,CHAPEL HILL ELEMENTARY SCHOOL,Teachers,Total,44.5,15,34,6480208,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL HIGH SCHOOL,DOUGLAS COUNTY,CHAPEL HILL HIGH SCHOOL,Leaders,Low Poverty,4.5,1,22,6480100,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL HIGH SCHOOL,DOUGLAS COUNTY,CHAPEL HILL HIGH SCHOOL,Teachers,Low Poverty,106.5,58,54,6480100,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL HIGH SCHOOL,DOUGLAS COUNTY,CHAPEL HILL HIGH SCHOOL,Teachers,Total,106.5,58,54,6480100,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL MIDDLE SCHOOL,DOUGLAS COUNTY,CHAPEL HILL MIDDLE SCHOOL,Leaders,Not Applicable,3.5,1,29,6483550,PERFECT,100
2017-18,DOUGLAS COUNTY,CHAPEL HILL MIDDLE SCHOOL,DOUGLAS COUNTY,CHAPEL HILL MIDDLE SCHOOL,Teachers,Total,76.5,27,35,6483550,PERFECT,100
2017-18,DOUGLAS COUNTY,CHESTNUT LOG MIDDLE SCHOOL,DOUGLAS COUNTY,CHESTNUT LOG MIDDLE SCHOOL,Leaders,Not Applicable,3,1,33,6480188,PERFECT,100
2017-18,DOUGLAS COUNTY,CHESTNUT LOG MIDDLE SCHOOL,DOUGLAS COUNTY,CHESTNUT LOG MIDDLE SCHOOL,Teachers,Total,69.5,47,68,6480188,PERFECT,100
2017-18,DOUGLAS COUNTY,DORSETT SHOALS ELEMENTARY SCHOOL,DOUGLAS COUNTY,DORSETT SHOALS ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6480184,PERFECT,100
2017-18,DOUGLAS COUNTY,DORSETT SHOALS ELEMENTARY SCHOOL,DOUGLAS COUNTY,DORSETT SHOALS ELEMENTARY SCHOOL,Teachers,Total,28.5,6,21,6480184,PERFECT,100
2017-18,DOUGLAS COUNTY,DOUGLAS COUNTY HIGH SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY HIGH SCHOOL,Leaders,Not Applicable,4.5,1,22,6484050,PERFECT,100
2017-18,DOUGLAS COUNTY,DOUGLAS COUNTY HIGH SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY HIGH SCHOOL,Teachers,Total,147.8,72,49,6484050,PERFECT,100
2017-18,DOUGLAS COUNTY,EASTSIDE ELEMENTARY SCHOOL,DOUGLAS COUNTY,EASTSIDE ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6480498,PERFECT,100
2017-18,DOUGLAS COUNTY,EASTSIDE ELEMENTARY SCHOOL,DOUGLAS COUNTY,EASTSIDE ELEMENTARY SCHOOL,Teachers,Total,41,20,49,6480498,PERFECT,100
2017-18,DOUGLAS COUNTY,FACTORY SHOALS ELEMENTARY SCHOOL,DOUGLAS COUNTY,FACTORY SHOALS ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6480213,PERFECT,100
2017-18,DOUGLAS COUNTY,FACTORY SHOALS ELEMENTARY SCHOOL,DOUGLAS COUNTY,FACTORY SHOALS ELEMENTARY SCHOOL,Teachers,Total,50.5,29.5,58,6480213,PERFECT,100
2017-18,DOUGLAS COUNTY,FACTORY SHOALS MIDDLE SCHOOL,DOUGLAS COUNTY,FACTORY SHOALS MIDDLE SCHOOL,Leaders,Not Applicable,4,1,25,6480108,PERFECT,100
2017-18,DOUGLAS COUNTY,FACTORY SHOALS MIDDLE SCHOOL,DOUGLAS COUNTY,FACTORY SHOALS MIDDLE SCHOOL,Teachers,Total,81.5,47,58,6480108,PERFECT,100
2017-18,DOUGLAS COUNTY,FAIRPLAY MIDDLE SCHOOL,DOUGLAS COUNTY,FAIRPLAY MIDDLE SCHOOL,Leaders,Low Poverty,2,1,50,6480180,PERFECT,100
2017-18,DOUGLAS COUNTY,FAIRPLAY MIDDLE SCHOOL,DOUGLAS COUNTY,FAIRPLAY MIDDLE SCHOOL,Teachers,Low Poverty,40,13,33,6480180,PERFECT,100
2017-18,DOUGLAS COUNTY,FAIRPLAY MIDDLE SCHOOL,DOUGLAS COUNTY,FAIRPLAY MIDDLE SCHOOL,Teachers,Total,40,13,33,6480180,PERFECT,100
2017-18,DOUGLAS COUNTY,HOLLY SPRINGS ELEMENTARY,DOUGLAS COUNTY,HOLLY SPRINGS ELEMENTARY,Leaders,Low Poverty,2,0,0,6480200,PERFECT,100
2017-18,DOUGLAS COUNTY,HOLLY SPRINGS ELEMENTARY,DOUGLAS COUNTY,HOLLY SPRINGS ELEMENTARY,Teachers,Low Poverty,40,15,38,6480200,PERFECT,100
2017-18,DOUGLAS COUNTY,HOLLY SPRINGS ELEMENTARY,DOUGLAS COUNTY,HOLLY SPRINGS ELEMENTARY,Teachers,Total,40,15,38,6480200,PERFECT,100
2017-18,DOUGLAS COUNTY,LITHIA SPRINGS COMPREHENSIVE HIGH SCHOOL,DOUGLAS COUNTY,LITHIA SPRINGS COMPREHENSIVE HIGH SCHOOL,Leaders,Not Applicable,4.5,1,22,6480175,PERFECT,100
2017-18,DOUGLAS COUNTY,LITHIA SPRINGS COMPREHENSIVE HIGH SCHOOL,DOUGLAS COUNTY,LITHIA SPRINGS COMPREHENSIVE HIGH SCHOOL,Teachers,Total,129,73,57,6480175,PERFECT,100
2017-18,DOUGLAS COUNTY,LITHIA SPRINGS ELEMENTARY SCHOOL,DOUGLAS COUNTY,LITHIA SPRINGS ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6483052,PERFECT,100
2017-18,DOUGLAS COUNTY,LITHIA SPRINGS ELEMENTARY SCHOOL,DOUGLAS COUNTY,LITHIA SPRINGS ELEMENTARY SCHOOL,Teachers,Total,36,10,28,6483052,PERFECT,100
2017-18,DOUGLAS COUNTY,MASON CREEK ELEMENTARY SCHOOL,DOUGLAS COUNTY,MASON CREEK ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6480112,PERFECT,100
2017-18,DOUGLAS COUNTY,MASON CREEK ELEMENTARY SCHOOL,DOUGLAS COUNTY,MASON CREEK ELEMENTARY SCHOOL,Teachers,Total,38.6,18,47,6480112,PERFECT,100
2017-18,DOUGLAS COUNTY,MASON CREEK MIDDLE SCHOOL,DOUGLAS COUNTY,MASON CREEK MIDDLE SCHOOL,Leaders,Not Applicable,3,1,33,6480113,PERFECT,100
2017-18,DOUGLAS COUNTY,MASON CREEK MIDDLE SCHOOL,DOUGLAS COUNTY,MASON CREEK MIDDLE SCHOOL,Teachers,Total,55.5,23,41,6480113,PERFECT,100
2017-18,DOUGLAS COUNTY,MIRROR LAKE ELEMENTARY SCHOOL,DOUGLAS COUNTY,MIRROR LAKE ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6480303,PERFECT,100
2017-18,DOUGLAS COUNTY,MIRROR LAKE ELEMENTARY SCHOOL,DOUGLAS COUNTY,MIRROR LAKE ELEMENTARY SCHOOL,Teachers,Total,27.6,1,4,6480303,PERFECT,100
2017-18,DOUGLAS COUNTY,MOUNT CARMEL ELEMENTARY SCHOOL,DOUGLAS COUNTY,MOUNT CARMEL ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6484052,PERFECT,100
2017-18,DOUGLAS COUNTY,MOUNT CARMEL ELEMENTARY SCHOOL,DOUGLAS COUNTY,MOUNT CARMEL ELEMENTARY SCHOOL,Teachers,Total,33,13,39,6484052,PERFECT,100
2017-18,DOUGLAS COUNTY,NEW MANCHESTER ELEMENTARY SCHOOL,DOUGLAS COUNTY,NEW MANCHESTER ELEMENTARY SCHOOL,Leaders,Not Applicable,3,2,67,6480203,PERFECT,100
2017-18,DOUGLAS COUNTY,NEW MANCHESTER ELEMENTARY SCHOOL,DOUGLAS COUNTY,NEW MANCHESTER ELEMENTARY SCHOOL,Teachers,Total,62,35,56,6480203,PERFECT,100
2017-18,DOUGLAS COUNTY,NEW MANCHESTER HIGH SCHOOL,DOUGLAS COUNTY,NEW MANCHESTER HIGH SCHOOL,Leaders,Not Applicable,4.5,3.5,78,6480212,PERFECT,100
2017-18,DOUGLAS COUNTY,NEW MANCHESTER HIGH SCHOOL,DOUGLAS COUNTY,NEW MANCHESTER HIGH SCHOOL,Teachers,Total,150,95,63,6480212,PERFECT,100
2017-18,DOUGLAS COUNTY,NORTH DOUGLAS ELEMENTARY SCHOOL,DOUGLAS COUNTY,NORTH DOUGLAS ELEMENTARY SCHOOL,Leaders,Not Applicable,3,2,67,6480104,PERFECT,100
2017-18,DOUGLAS COUNTY,NORTH DOUGLAS ELEMENTARY SCHOOL,DOUGLAS COUNTY,NORTH DOUGLAS ELEMENTARY SCHOOL,Teachers,Total,50.5,19,38,6480104,PERFECT,100
2017-18,DOUGLAS COUNTY,SOUTH DOUGLAS ELEMENTARY SCHOOL,DOUGLAS COUNTY,SOUTH DOUGLAS ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6480193,PERFECT,100
2017-18,DOUGLAS COUNTY,SOUTH DOUGLAS ELEMENTARY SCHOOL,DOUGLAS COUNTY,SOUTH DOUGLAS ELEMENTARY SCHOOL,Teachers,Low Poverty,33,2,6,6480193,PERFECT,100
2017-18,DOUGLAS COUNTY,SOUTH DOUGLAS ELEMENTARY SCHOOL,DOUGLAS COUNTY,SOUTH DOUGLAS ELEMENTARY SCHOOL,Teachers,Total,33,2,6,6480193,PERFECT,100
2017-18,DOUGLAS COUNTY,STEWART MIDDLE SCHOOL,DOUGLAS COUNTY,STEWART MIDDLE SCHOOL,Leaders,Not Applicable,2,1,50,6485050,PERFECT,100
2017-18,DOUGLAS COUNTY,STEWART MIDDLE SCHOOL,DOUGLAS COUNTY,STEWART MIDDLE SCHOOL,Teachers,Total,55,33,60,6485050,PERFECT,100
2017-18,DOUGLAS COUNTY,SWEETWATER ELEMENTARY SCHOOL,DOUGLAS COUNTY,SWEETWATER ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6480298,PERFECT,100
2017-18,DOUGLAS COUNTY,SWEETWATER ELEMENTARY SCHOOL,DOUGLAS COUNTY,SWEETWATER ELEMENTARY SCHOOL,Teachers,Total,40,26,65,6480298,PERFECT,100
2017-18,DOUGLAS COUNTY,TURNER MIDDLE SCHOOL,DOUGLAS COUNTY,TURNER MIDDLE SCHOOL,Leaders,Not Applicable,3,2,67,6482054,PERFECT,100
2017-18,DOUGLAS COUNTY,TURNER MIDDLE SCHOOL,DOUGLAS COUNTY,TURNER MIDDLE SCHOOL,Teachers,Total,63,40,63,6482054,PERFECT,100
2017-18,DOUGLAS COUNTY,WINSTON ELEMENTARY SCHOOL,DOUGLAS COUNTY,WINSTON ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6481054,PERFECT,100
2017-18,DOUGLAS COUNTY,WINSTON ELEMENTARY SCHOOL,DOUGLAS COUNTY,WINSTON ELEMENTARY SCHOOL,Teachers,Total,30,4,13,6481054,PERFECT,100
2017-18,DOUGLAS COUNTY,YEAGER MIDDLE SCHOOL,DOUGLAS COUNTY,YEAGER MIDDLE SCHOOL,Leaders,Not Applicable,2,1,50,6480103,PERFECT,100
2017-18,DOUGLAS COUNTY,YEAGER MIDDLE SCHOOL,DOUGLAS COUNTY,YEAGER MIDDLE SCHOOL,Teachers,Total,41.5,18.5,45,6480103,PERFECT,100
2017-18,DOUGLAS COUNTY,YOUTH VILLAGES AT INNER HARBOUR,DOUGLAS COUNTY,YOUTH VILLAGES AT INNER HARBOUR,Leaders,High Poverty,1,0,0,6480507,PERFECT,100
2017-18,DOUGLAS COUNTY,YOUTH VILLAGES AT INNER HARBOUR,DOUGLAS COUNTY,YOUTH VILLAGES AT INNER HARBOUR,Teachers,High Poverty,3,1,33,6480507,PERFECT,100
2017-18,DOUGLAS COUNTY,YOUTH VILLAGES AT INNER HARBOUR,DOUGLAS COUNTY,YOUTH VILLAGES AT INNER HARBOUR,Teachers,Total,3,1,33,6480507,PERFECT,100
2017-18,DUBLIN CITY,DUBLIN HIGH SCHOOL,DUBLIN CITY,DUBLIN HIGH SCHOOL,Leaders,High Poverty,2,1,50,7740211,PERFECT,100
2017-18,DUBLIN CITY,DUBLIN HIGH SCHOOL,DUBLIN CITY,DUBLIN HIGH SCHOOL,Teachers,High Poverty,41,19,46,7740211,PERFECT,100
2017-18,DUBLIN CITY,DUBLIN HIGH SCHOOL,DUBLIN CITY,DUBLIN HIGH SCHOOL,Teachers,Total,41,19,46,7740211,PERFECT,100
2017-18,DUBLIN CITY,DUBLIN MIDDLE SCHOOL,DUBLIN CITY,DUBLIN MIDDLE SCHOOL,Leaders,High Poverty,2.5,1,40,7740102,PERFECT,100
2017-18,DUBLIN CITY,DUBLIN MIDDLE SCHOOL,DUBLIN CITY,DUBLIN MIDDLE SCHOOL,Teachers,High Poverty,47.5,27.5,58,7740102,PERFECT,100
2017-18,DUBLIN CITY,DUBLIN MIDDLE SCHOOL,DUBLIN CITY,DUBLIN MIDDLE SCHOOL,Teachers,Total,47.5,27.5,58,7740102,PERFECT,100
2017-18,DUBLIN CITY,HILLCREST ELEMENTARY,DUBLIN CITY,HILLCREST ELEMENTARY,Leaders,High Poverty,2,2,100,7740112,PERFECT,100
2017-18,DUBLIN CITY,HILLCREST ELEMENTARY,DUBLIN CITY,HILLCREST ELEMENTARY,Teachers,High Poverty,29,8,28,7740112,PERFECT,100
2017-18,DUBLIN CITY,HILLCREST ELEMENTARY,DUBLIN CITY,HILLCREST ELEMENTARY,Teachers,Total,29,8,28,7740112,PERFECT,100
2017-18,DUBLIN CITY,MOORE STREET FACILITY,DUBLIN CITY,MOORE STREET FACILITY,Leaders,High Poverty,1,1,100,7740412,PERFECT,100
2017-18,DUBLIN CITY,MOORE STREET FACILITY,DUBLIN CITY,MOORE STREET FACILITY,Teachers,High Poverty,4.5,2.5,56,7740412,PERFECT,100
2017-18,DUBLIN CITY,MOORE STREET FACILITY,DUBLIN CITY,MOORE STREET FACILITY,Teachers,Total,4.5,2.5,56,7740412,PERFECT,100
2017-18,DUBLIN CITY,SUSIE DASHER,DUBLIN CITY,SUSIE DASHER,Leaders,High Poverty,1,1,100,7740312,PERFECT,100
2017-18,DUBLIN CITY,SUSIE DASHER,DUBLIN CITY,SUSIE DASHER,Teachers,High Poverty,35,9,26,7740312,PERFECT,100
2017-18,DUBLIN CITY,SUSIE DASHER,DUBLIN CITY,SUSIE DASHER,Teachers,Total,35,9,26,7740312,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY ELEMENTARY SCHOOL,EARLY COUNTY,EARLY COUNTY ELEMENTARY SCHOOL,Leaders,High Poverty,3.3,0.6,17,6490194,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY ELEMENTARY SCHOOL,EARLY COUNTY,EARLY COUNTY ELEMENTARY SCHOOL,Teachers,High Poverty,79.6,16,20,6490194,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY ELEMENTARY SCHOOL,EARLY COUNTY,EARLY COUNTY ELEMENTARY SCHOOL,Teachers,Total,79.6,16,20,6490194,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY HIGH SCHOOL,EARLY COUNTY,EARLY COUNTY HIGH SCHOOL,Leaders,High Poverty,2.7,0.5,18,6492050,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY HIGH SCHOOL,EARLY COUNTY,EARLY COUNTY HIGH SCHOOL,Teachers,High Poverty,54.4,20,37,6492050,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY HIGH SCHOOL,EARLY COUNTY,EARLY COUNTY HIGH SCHOOL,Teachers,Total,54.4,20,37,6492050,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY MIDDLE SCHOOL,EARLY COUNTY,EARLY COUNTY MIDDLE SCHOOL,Leaders,High Poverty,3.1,2,64,6490197,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY MIDDLE SCHOOL,EARLY COUNTY,EARLY COUNTY MIDDLE SCHOOL,Teachers,High Poverty,45.6,18,39,6490197,PERFECT,100
2017-18,EARLY COUNTY,EARLY COUNTY MIDDLE SCHOOL,EARLY COUNTY,EARLY COUNTY MIDDLE SCHOOL,Teachers,Total,45.6,18,39,6490197,PERFECT,100
2017-18,ECHOLS COUNTY,ECHOLS COUNTY ELEMENTARY/MIDDLE SCHOOL,ECHOLS COUNTY,ECHOLS COUNTY ELEMENTARY/MIDDLE SCHOOL,Leaders,Not Applicable,2,1,50,6500112,PERFECT,100
2017-18,ECHOLS COUNTY,ECHOLS COUNTY ELEMENTARY/MIDDLE SCHOOL,ECHOLS COUNTY,ECHOLS COUNTY ELEMENTARY/MIDDLE SCHOOL,Teachers,Total,49.4,12,24,6500112,PERFECT,100
2017-18,ECHOLS COUNTY,ECHOLS COUNTY HIGH SCHOOL,ECHOLS COUNTY,ECHOLS COUNTY HIGH SCHOOL,Leaders,Not Applicable,0.7,0,0,6501050,PERFECT,100
2017-18,ECHOLS COUNTY,ECHOLS COUNTY HIGH SCHOOL,ECHOLS COUNTY,ECHOLS COUNTY HIGH SCHOOL,Teachers,Total,24.8,13.8,55,6501050,PERFECT,100
2017-18,EFFINGHAM COUNTY,BLANDFORD ELEMENTARY SCHOOL,EFFINGHAM COUNTY,BLANDFORD ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6510107,PERFECT,100
2017-18,EFFINGHAM COUNTY,BLANDFORD ELEMENTARY SCHOOL,EFFINGHAM COUNTY,BLANDFORD ELEMENTARY SCHOOL,Teachers,Low Poverty,53,20,38,6510107,PERFECT,100
2017-18,EFFINGHAM COUNTY,BLANDFORD ELEMENTARY SCHOOL,EFFINGHAM COUNTY,BLANDFORD ELEMENTARY SCHOOL,Teachers,Total,53,20,38,6510107,PERFECT,100
2017-18,EFFINGHAM COUNTY,EBENEZER ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EBENEZER ELEMENTARY SCHOOL,Leaders,Low Poverty,2,0,0,6510296,PERFECT,100
2017-18,EFFINGHAM COUNTY,EBENEZER ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EBENEZER ELEMENTARY SCHOOL,Teachers,Low Poverty,52.4,14,27,6510296,PERFECT,100
2017-18,EFFINGHAM COUNTY,EBENEZER ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EBENEZER ELEMENTARY SCHOOL,Teachers,Total,52.4,14,27,6510296,PERFECT,100
2017-18,EFFINGHAM COUNTY,EBENEZER MIDDLE SCHOOL,EFFINGHAM COUNTY,EBENEZER MIDDLE SCHOOL,Leaders,Low Poverty,3,1,33,6510203,PERFECT,100
2017-18,EFFINGHAM COUNTY,EBENEZER MIDDLE SCHOOL,EFFINGHAM COUNTY,EBENEZER MIDDLE SCHOOL,Teachers,Low Poverty,58.6,19.4,33,6510203,PERFECT,100
2017-18,EFFINGHAM COUNTY,EBENEZER MIDDLE SCHOOL,EFFINGHAM COUNTY,EBENEZER MIDDLE SCHOOL,Teachers,Total,58.6,19.4,33,6510203,PERFECT,100
2017-18,EFFINGHAM COUNTY,EFFINGHAM COUNTY HIGH SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY HIGH SCHOOL,Leaders,Low Poverty,5.5,2.5,45,6510390,PERFECT,100
2017-18,EFFINGHAM COUNTY,EFFINGHAM COUNTY HIGH SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY HIGH SCHOOL,Teachers,Low Poverty,147.8,79.8,54,6510390,PERFECT,100
2017-18,EFFINGHAM COUNTY,EFFINGHAM COUNTY HIGH SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY HIGH SCHOOL,Teachers,Total,147.8,79.8,54,6510390,PERFECT,100
2017-18,EFFINGHAM COUNTY,EFFINGHAM COUNTY MIDDLE SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,3,1,33,6510290,PERFECT,100
2017-18,EFFINGHAM COUNTY,EFFINGHAM COUNTY MIDDLE SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY MIDDLE SCHOOL,Teachers,Total,69.2,32.3,47,6510290,PERFECT,100
2017-18,EFFINGHAM COUNTY,GUYTON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,GUYTON ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6510190,PERFECT,100
2017-18,EFFINGHAM COUNTY,GUYTON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,GUYTON ELEMENTARY SCHOOL,Teachers,Total,55.6,30,54,6510190,PERFECT,100
2017-18,EFFINGHAM COUNTY,MARLOW ELEMENTARY SCHOOL,EFFINGHAM COUNTY,MARLOW ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6510105,PERFECT,100
2017-18,EFFINGHAM COUNTY,MARLOW ELEMENTARY SCHOOL,EFFINGHAM COUNTY,MARLOW ELEMENTARY SCHOOL,Teachers,Low Poverty,58.5,21.5,37,6510105,PERFECT,100
2017-18,EFFINGHAM COUNTY,MARLOW ELEMENTARY SCHOOL,EFFINGHAM COUNTY,MARLOW ELEMENTARY SCHOOL,Teachers,Total,58.5,21.5,37,6510105,PERFECT,100
2017-18,EFFINGHAM COUNTY,RINCON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,RINCON ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6514050,PERFECT,100
2017-18,EFFINGHAM COUNTY,RINCON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,RINCON ELEMENTARY SCHOOL,Teachers,Total,51,20.1,39,6514050,PERFECT,100
2017-18,EFFINGHAM COUNTY,SAND HILL ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SAND HILL ELEMENTARY SCHOOL,Leaders,Not Applicable,2,2,100,6510196,PERFECT,100
2017-18,EFFINGHAM COUNTY,SAND HILL ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SAND HILL ELEMENTARY SCHOOL,Teachers,Total,50.5,17.5,35,6510196,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM ELEMENTARY SCHOOL,Leaders,Low Poverty,2,0,0,6510186,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM ELEMENTARY SCHOOL,Teachers,Low Poverty,47,11,23,6510186,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM ELEMENTARY SCHOOL,Teachers,Total,47,11,23,6510186,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM HIGH SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM HIGH SCHOOL,Leaders,Low Poverty,4.5,2.5,56,6510197,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM HIGH SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM HIGH SCHOOL,Teachers,Low Poverty,157.9,109.3,69,6510197,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM HIGH SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM HIGH SCHOOL,Teachers,Total,157.9,109.3,69,6510197,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM MIDDLE SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM MIDDLE SCHOOL,Leaders,Low Poverty,3,3,100,6510297,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM MIDDLE SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM MIDDLE SCHOOL,Teachers,Low Poverty,66.7,25.9,39,6510297,PERFECT,100
2017-18,EFFINGHAM COUNTY,SOUTH EFFINGHAM MIDDLE SCHOOL,EFFINGHAM COUNTY,SOUTH EFFINGHAM MIDDLE SCHOOL,Teachers,Total,66.7,25.9,39,6510297,PERFECT,100
2017-18,EFFINGHAM COUNTY,SPRINGFIELD ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SPRINGFIELD ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6510103,PERFECT,100
2017-18,EFFINGHAM COUNTY,SPRINGFIELD ELEMENTARY SCHOOL,EFFINGHAM COUNTY,SPRINGFIELD ELEMENTARY SCHOOL,Teachers,Total,48.5,20,41,6510103,PERFECT,100
2017-18,ELBERT COUNTY,ELBERT COUNTY ELEMENTARY SCHOOL,ELBERT COUNTY,ELBERT COUNTY ELEMENTARY SCHOOL,Leaders,Not Applicable,2,2,100,6520313,PERFECT,100
2017-18,ELBERT COUNTY,ELBERT COUNTY ELEMENTARY SCHOOL,ELBERT COUNTY,ELBERT COUNTY ELEMENTARY SCHOOL,Teachers,Total,50,20,40,6520313,PERFECT,100
2017-18,ELBERT COUNTY,ELBERT COUNTY HIGH SCHOOL,ELBERT COUNTY,ELBERT COUNTY HIGH SCHOOL,Leaders,Not Applicable,3.2,3,95,6520176,PERFECT,100
